Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Outlet_Lifetime,Outlet_Identifier,Item_Fat_Content_Regular,Item_Fat_Content_bad,Item_Type_Extracted_FD,Item_Type_Extracted_NC,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
NCH18,9.3,0.044652785,Household,247.0802,2004,1228.401,train,0.8745633877509663,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRC01,5.92,0.019184026,Soft Drinks,50.3692,1987,591.2304,train,0.928858995945974,38,OUT013,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCO14,9.6,0.029638267,Household,42.6086,2004,133.8258,train,0.8745633894922318,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRG39,14.15,0.042180995,Dairy,52.0982,1997,578.5802,train,0.9990697507464742,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRK13,11.8,0.11507174,Soft Drinks,198.2084,1987,3769.7596,train,0.8740008672779905,38,OUT013,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDD41,6.765,0.087437069,Frozen Foods,106.1306,2002,1672.4896,train,1.0010958855324463,23,OUT045,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ19,7.35,0.014295564,Fruits and Vegetables,242.6512,1985,12117.56,train,0.9344755587666864,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDX58,13.15,0.073251428,Snack Foods,181.695,1998,549.285,train,1.556014384982275,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDK40,7.035,0.021743592,Frozen Foods,263.191,1985,6574.775,train,1.0456169727135403,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDI52,18.7,0.10527024,Frozen Foods,122.9072,2007,490.0288,train,1.0047208961362692,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT28,13.3,0.063513272,Frozen Foods,149.9708,1987,2106.5912,train,0.9215224132436075,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDH52,9.42,0.044151435,Frozen Foods,61.5194,2007,866.8716,train,0.8764947228374945,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ38,17.6,0.008001018,Dairy,170.4422,1997,2759.0752,train,0.9222898665650946,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF12,8.235,0.0828941,Baking Goods,149.3076,2007,1921.4988,train,1.0047208971370831,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCE06,5.825,0.091042211,Household,162.6894,1985,2588.6304,train,0.8704928809777648,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO45,13.15,0.038011783,Snack Foods,89.6856,1999,703.0848,train,0.9310779333890588,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCS18,12.65,0.042296724,Household,106.3938,2002,3751.783,train,1.0010958795705065,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE54,20.7,0.02695441,Household,73.2354,2002,1504.708,train,0.9271417373707399,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB50,13.0,0.153930108,Canned,76.7986,2002,2648.5524,train,0.9241603429778052,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ20,16.1,0.034376537,Fruits and Vegetables,256.1356,2002,6358.39,train,0.8727970476684311,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDB11,16.0,0.060971431,Starchy Foods,226.2404,2002,4725.8484,train,0.9315179231712987,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU22,12.35,0.09079985455555556,Snack Foods,118.9124,1987,3199.8348,train,0.9,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDY48,14.0,0.023831558,Baking Goods,103.1332,2009,1948.1308,train,0.9260469444840604,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCP30,20.5,0.032762495,Household,40.0822,2004,1257.0304,train,0.9988808416911967,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD08,8.3,0.035347676,Fruits and Vegetables,38.0506,2004,531.3084,train,0.8745633866555833,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG42,19.2,0.041291929,Household,130.131,1999,1038.648,train,0.9347150080744863,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT30,9.1,0.080747059,Household,46.9718,2007,850.8924,train,0.8796766140003234,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT37,14.15,0.035240817,Canned,255.5014,1987,5355.0294,train,0.8829609736709487,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDU04,7.93,0.005557062,Frozen Foods,122.1414,1999,2924.1936,train,0.9511027493668134,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH30,17.1,0.067154053,Household,114.386,1997,1245.046,train,0.8717753236964788,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG37,16.2,0.019362306,Soft Drinks,154.6972,1987,1713.7692,train,0.8703057412342522,38,OUT013,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDS13,6.465,0.124506117,Canned,264.7884,1997,3709.8376,train,0.871775324879069,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ47,7.155,0.168871496,Breads,34.3874,2009,670.4606,train,0.8782920650075143,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDY26,20.6,0.030504756,Dairy,212.6244,2004,3599.3148,train,0.9294568043001391,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB14,20.25,0.103142373,Canned,94.612,2009,652.484,train,0.9428480139117038,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV45,16.75,0.078872251,Snack Foods,189.5556,1985,1126.5336,train,1.614810585039599,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDR23,15.85,0.082120687,Breads,177.437,2009,5645.984,train,0.8754594528978269,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCS29,9.0,0.069487587,Health and Hygiene,266.6884,1987,3974.826,train,0.8740008693673719,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDK33,17.85,0.011180843,Snack Foods,213.456,1985,4261.12,train,0.8704928889324153,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDW24,6.8,0.037315469,Baking Goods,50.0034,1985,1992.7394,train,0.870492883205344,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDR08,18.7,0.037835765,Fruits and Vegetables,111.1886,2007,2334.9606,train,0.921671946125844,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB45,20.85,0.021312043,Fruits and Vegetables,104.9306,1987,2299.6732,train,0.9215224258867488,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDW32,18.35,0.094218363,Fruits and Vegetables,83.9882,1987,1202.4348,train,0.8740008623445661,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDN21,18.6,0.076841095,Snack Foods,162.2236,2004,2900.2248,train,0.9314298148180518,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH56,9.8,0.063805139,Fruits and Vegetables,117.3492,2004,810.9444,train,0.8745633927734371,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ07,15.1,0.087542757,Fruits and Vegetables,219.8456,1999,6189.2768,train,0.923723828920212,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU58,6.61,0.028871235,Snack Foods,188.7898,1985,2057.9878,train,0.9287446707597669,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDK36,7.09,0.00720931,Baking Goods,48.1034,1987,1069.2748,train,0.9327072320886213,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCG18,15.3,0.02286663,Household,102.8332,1985,2768.3964,train,0.8671992222742642,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDQ26,13.5,0.067543727,Dairy,57.2562,1985,2073.967,train,0.9286940119687662,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DRL47,19.7,0.038549197,Hard Drinks,127.5362,1985,1006.6896,train,0.9205197695625302,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
DRJ11,9.5,0.07255022477777778,Hard Drinks,188.9872,2007,1323.6104,train,0.8181818181818182,18,OUT017,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB41,19.0,0.097709541,Frozen Foods,48.6718,2009,614.5334,train,0.8782920661060024,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCA06,20.5,0.143283608,Household,37.919,1997,183.095,train,1.0153834025422608,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCZ41,19.85,0.064551885,Health and Hygiene,125.2704,2002,2127.8968,train,1.017442628328893,23,OUT045,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCD54,21.1,0.029173031,Household,145.7786,2007,1444.786,train,0.9275067700464972,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM34,19.0,0.067120954,Snack Foods,132.9626,1985,3279.065,train,0.8671992299086748,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDL57,15.1,0.067020992,Snack Foods,260.3304,1987,5424.9384,train,0.9215224135261685,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCD30,19.7,0.026826919,Household,98.7726,1987,1859.5794,train,0.9317497933677229,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDH17,16.2,0.01665334,Frozen Foods,97.3726,1997,2055.3246,train,0.9222899011616129,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD57,18.1,0.022395357,Fruits and Vegetables,96.5094,2004,1332.9316,train,0.9294568334488048,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC58,10.195,0.042113173,Snack Foods,42.5428,2009,878.856,train,1.0691828992704067,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX47,6.55,0.034604343,Breads,157.8288,1997,2514.0608,train,0.8747287875347582,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC50,15.85,0.136774734,Canned,94.4094,2002,1428.141,train,0.8731863799586158,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCS53,14.5,0.089343433,Health and Hygiene,157.3604,1985,6021.4952,train,0.917823691590362,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDY13,12.1,0.030250132,Canned,75.267,2009,612.536,train,0.9260469260913761,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP44,16.5,0.079698503,Fruits and Vegetables,100.6332,2004,1537.998,train,0.9294568231213592,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH60,19.7,0.141360118,Baking Goods,197.311,1985,392.822,train,1.662567868551038,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDR02,16.7,0.036933417,Dairy,109.1886,1998,222.3772,train,1.4641166553497842,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDK48,7.445,0.037449987,Baking Goods,76.7354,1985,2783.7098,train,0.9539058840835946,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO24,11.1,0.294948897,Baking Goods,159.0604,1998,792.302,train,1.6070035751435086,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDE20,11.35,0.005525913,Fruits and Vegetables,168.279,1987,2376.906,train,0.9982382876204445,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDM04,9.195,0.04712061,Frozen Foods,53.1666,1997,768.999,train,1.0115581140884975,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCH07,13.15,0.162248011,Household,160.4604,1985,316.9208,train,1.531537196921604,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRP35,18.85,0.090867297,Hard Drinks,127.3336,1997,3962.8416,train,0.9222899134490377,28,OUT046,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO11,8.0,0.030264897,Breads,250.3092,1997,6723.2484,train,0.8747287995502204,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCM30,19.1,0.067295406,Household,41.9796,1997,701.7532,train,0.922289918199543,28,OUT046,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF27,8.93,0.02827966,Dairy,152.234,1985,1071.938,train,0.9178236816142006,40,OUT027,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCR18,15.85,0.020388413,Household,44.4112,1985,767.0016,train,0.9942317209951569,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDS48,15.15,0.027644732,Baking Goods,149.4708,1985,3159.8868,train,0.8795620281427707,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDO32,6.36,0.120731024,Fruits and Vegetables,46.506,1999,652.484,train,0.9310779324454015,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCP05,19.6,0.025429614,Health and Hygiene,151.7024,2007,2884.2456,train,1.0168074585008426,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF44,7.17,0.059438787,Fruits and Vegetables,130.9968,1985,4828.3816,train,0.9251308103831208,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDX56,17.1,0.074059474,Fruits and Vegetables,209.0638,1997,3520.0846,train,0.9249991233134516,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE46,18.6,0.015693328,Snack Foods,150.7366,1985,906.8196,train,0.9178236838659609,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDQ09,7.235,0.057850699,Snack Foods,113.2834,1985,4376.9692,train,0.9205695233940384,40,OUT027,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
NCB54,8.76,0.050011058,Health and Hygiene,126.7336,1987,639.168,train,0.9215224109359672,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCV18,6.775,0.105225964,Household,84.225,2004,3162.55,train,0.9221155180256482,21,OUT035,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG55,16.25,0.039207025,Household,116.1176,1999,2633.9048,train,1.017191948462862,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV14,19.85,0.044489064,Dairy,89.4856,2004,1054.6272,train,0.922115529479267,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT31,19.75,0.012437935,Fruits and Vegetables,189.9872,1987,3781.744,train,0.8740008420470834,38,OUT013,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
DRD12,6.96,0.077350112,Soft Drinks,91.4146,2002,638.5022,train,0.9272565844622958,23,OUT045,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ40,8.935,0.040346436,Frozen Foods,53.7298,2009,593.2278,train,0.8782920652269857,16,OUT018,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRI11,8.26,0.057585723,Hard Drinks,113.7834,1998,115.1834,train,1.4641166783904704,27,OUT010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDP23,6.71,0.03565903,Breads,218.3166,2002,1959.4494,train,0.8731325500608422,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY02,8.945,0.087629354,Dairy,263.491,2004,1840.937,train,0.8717428072627049,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM03,12.65,0.0924621275,Meat,107.8938,1997,750.3566,train,0.8,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF35,15.0,0.154228739,Starchy Foods,107.3938,1999,750.3566,train,1.0006230353420822,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRM37,15.35,0.096943078,Soft Drinks,196.5768,2007,7685.9952,train,0.8764947298416412,18,OUT017,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCV41,14.35,0.017065268,Health and Hygiene,109.5228,1999,1768.3648,train,0.8760887760467075,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCK53,11.6,0.0392233835,Health and Hygiene,100.8042,1985,3472.147,train,0.9090909090909092,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDW23,5.765,0.082178616,Baking Goods,37.0164,2002,540.6296,train,0.9241603434478681,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW12,8.315,0.035542581,Baking Goods,143.3444,1987,1596.5884,train,0.8710498583967302,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDG44,6.13,0.102171627,Fruits and Vegetables,53.8298,2004,1024.6662,train,0.9483562991422728,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ36,14.5,0.128235818,Baking Goods,104.1332,2004,205.0664,train,0.9294568192163258,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX55,15.1,0.0552059,Fruits and Vegetables,219.4166,1997,6096.0648,train,0.9250491181746812,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG13,17.25,0.037337632,Soft Drinks,163.7526,2009,3289.052,train,0.9254970362402258,16,OUT018,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCD06,13.0,0.099242622,Household,46.306,1987,699.09,train,0.9215224061640309,38,OUT013,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDW22,9.695000000000002,0.030143704,Snack Foods,222.0114,1985,6207.9192,train,1.009878959168725,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDD33,12.85,0.108412059,Fruits and Vegetables,233.2642,2002,3950.1914,train,0.960697509235427,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG24,7.975,0.014628382,Baking Goods,82.325,2004,1331.6,train,0.9988808207556866,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE05,10.895,0.032454046,Frozen Foods,144.8102,1997,3062.0142,train,0.9332640226503904,28,OUT046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ12,9.17,0.102978817,Baking Goods,144.947,1997,4294.41,train,0.93902282995883,28,OUT046,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX37,16.2,0.105498192,Canned,101.47,1998,399.48,train,1.56157804329297,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDE44,14.65,0.171355643,Fruits and Vegetables,47.6692,2004,739.038,train,0.924874198818672,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS52,8.89,0.009585169,Frozen Foods,102.5016,1985,101.2016,train,1.531537141174045,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDO39,6.985,0.137926458,Meat,184.7608,2009,4042.7376,train,0.9292024123801415,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI32,17.7,0.1643646422,Fruits and Vegetables,115.0834,2002,2764.4016,train,0.8333333333333333,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV28,16.1,0.1505424741,Frozen Foods,35.1558,2007,339.558,train,0.8333333333333334,18,OUT017,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCP53,14.75,0.033076388,Health and Hygiene,237.2906,2007,3089.9778,train,1.0047209003412951,18,OUT017,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN43,12.15,0.006770252,Others,124.473,1999,1231.73,train,0.872789787417425,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCI31,20.0,0.142393355,Others,36.419,1985,109.857,train,1.5257700379301802,40,OUT019,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDK55,18.5,0.025813943,Meat,89.1172,2002,892.172,train,0.924160348630621,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDC17,12.15,0.015548178,Frozen Foods,211.2928,2007,5049.4272,train,0.9275067444999315,18,OUT017,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV28,16.1,0.159698192,Frozen Foods,32.0558,2004,1018.674,train,0.8840151423196695,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY26,20.6,0.030634813,Dairy,212.9244,2009,2540.6928,train,0.9334195425563265,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCU06,17.6,0.074522745,Household,228.801,1999,3215.814,train,0.9154285360352004,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV16,7.75,0.145200948,Frozen Foods,35.4558,1985,135.8232,train,1.6196415885957705,40,OUT019,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDY31,5.98,0.043651198,Fruits and Vegetables,146.1418,2002,3089.9778,train,0.8765027679318219,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE37,13.5,0.094366079,Soft Drinks,190.9872,1999,2836.308,train,0.9262527871143198,26,OUT049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH33,12.85,0.121702394,Snack Foods,42.7428,2004,703.0848,train,0.9241490681200684,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA46,13.6,0.117613212,Snack Foods,194.2136,2004,2527.3768,train,0.9294568171205791,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP12,9.8,0.045258247,Baking Goods,35.9874,2004,282.2992,train,0.9988808393395964,21,OUT035,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ09,15.0,0.058485617,Snack Foods,44.7744,1999,679.116,train,1.0669667921890476,26,OUT049,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCS54,13.6,0.00994477,Household,177.837,1985,6528.169,train,0.9251307797513921,40,OUT027,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDJ33,8.895,0.087894475,Snack Foods,121.173,1985,2586.633,train,0.8704928813020102,40,OUT027,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDF32,16.35,0.113953562,Fruits and Vegetables,198.2426,1998,790.9704,train,1.6054375652932782,27,OUT010,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDN24,14.1,0.198316649,Baking Goods,54.3956,1985,272.978,train,1.6148105880481138,40,OUT019,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDX21,7.05,0.084949955,Snack Foods,109.7912,2004,1091.912,train,0.8745633929119382,21,OUT035,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC57,20.1,0.054549098,Fruits and Vegetables,193.782,1987,1158.492,train,0.8740008571021917,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCZ06,19.6,0.094545236,Household,254.7698,2009,5327.0658,train,0.9260469303051195,16,OUT018,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDY56,16.35,0.062359467,Fruits and Vegetables,224.0062,1987,4288.4178,train,0.8740008620839211,38,OUT013,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCH07,13.15,0.092811105,Household,159.7604,1999,4119.9704,train,0.876088765087522,26,OUT049,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS44,12.65,0.156679617,Fruits and Vegetables,238.8538,2009,4566.7222,train,0.9288173751321503,16,OUT018,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDY33,14.5,0.09735225,Snack Foods,160.7262,1999,1750.3882,train,0.9262527919791402,26,OUT049,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ48,17.75,0.076113671,Baking Goods,111.4544,2002,1006.6896,train,0.8731863805407221,23,OUT045,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
